"","model","mirt_dim","parameter","missing","bias_sq","var","mse","iw"
"52","mirt",10,"a",0.66666667,0.000753510474816488,0.0152634047527822,0.0160169152275987,1
"53","mirt",10,"d",0.66666667,0.000962817209738526,0.0199324426415608,0.0208952598512993,1
"54","mirt",10,"theta",0.66666667,0.580400730491292,0.172299561326741,0.752700291818033,1
"55","mirt",3,"a",0.75,0.0689704258014601,0.0859106651143621,0.154881090915822,1
"56","mirt",3,"d",0.75,0.0181586432733614,0.0341120025532658,0.0522706458266272,1
"57","mirt",3,"theta",0.75,0.83276542496045,0.0769971189363332,0.909762543896783,1
"58","mirt",10,"a",0.75,0.00344440017412099,0.0392646006742097,0.0427090008483307,1
"59","mirt",10,"d",0.75,0.00345899237917395,0.0454421159347007,0.0489011083138747,1
"60","mirt",10,"theta",0.75,0.722139077264392,0.127140583928573,0.849279661192965,1
"61","cvae",3,"a",0,0.152426483421058,0.00358818205688229,0.15601466547794,1
"62","cvae",3,"d",0,0.0554849414846757,0.000149490680773452,0.0556344321654491,1
"63","cvae",3,"theta",0,0.492684880945938,0.0147449668024665,0.507429847748404,1
"64","cvae",3,"a",0,0.059082491504113,0.00367077243948243,0.0627532639435954,5
"65","cvae",3,"d",0,0.0434817591198287,0.000161834800868423,0.0436435939206971,5
"66","cvae",3,"theta",0,0.361037204869743,0.0231807783030385,0.384217983172781,5
"67","cvae",3,"a",0,0.025646085250765,0.000120245401267564,0.0257663306520326,25
"68","cvae",3,"d",0,0.0334923569864426,0.000153847906713488,0.0336462048931561,25
"69","cvae",3,"theta",0,0.336322252996858,0.00826096529854721,0.344583218295405,25
"70","cvae",10,"a",0,0.0646899130146497,0.015777899635203,0.0804678126498527,1
"71","cvae",10,"d",0,0.166489873868786,0.00142605641635626,0.167915930285143,1
"72","cvae",10,"theta",0,0.377817792572698,0.116880886202011,0.494698678774709,1
"73","cvae",10,"a",0,0.0249293838412599,0.00163230828877201,0.0265616921300319,5
"74","cvae",10,"d",0,0.211892287416531,0.000307115019657538,0.212199402436188,5
"75","cvae",10,"theta",0,0.327852552006839,0.0206448303408392,0.348497382347678,5
